search_term,app_name,bundle_id,developer_name,developer_url,support_url,genre,rating,track_view_url
payment,Venmo,net.kortina.labs.Venmo,"The Delancey Corporation, LLC",https://venmo.com/,,Finance,4.85218,https://apps.apple.com/us/app/venmo/id351727428?uo=4
payment,Cash App,com.squareup.cash,"Block, Inc.",https://cash.app,,Finance,4.79157,https://apps.apple.com/us/app/cash-app/id711923939?uo=4
payment,Square Point of Sale (POS),com.squareup.square,"Block, Inc.",https://squareup.com,,Business,4.81356,https://apps.apple.com/us/app/square-point-of-sale-pos/id335393788?uo=4
payment,Tap to Pay + Contactless + POS,net.accept.ttp,ACCEPT PAYMENT COMPANY,,,Business,4.79774,https://apps.apple.com/us/app/tap-to-pay-contactless-pos/id6473804181?uo=4
payment,"Affirm: Buy now, pay over time",com.affirm.recharge,"Affirm, Inc",http://www.affirm.com,,Shopping,4.86639,https://apps.apple.com/us/app/affirm-buy-now-pay-over-time/id967040652?uo=4
payment,"Sezzle - Shop, Save, Earn",com.sezzle.sezzlemobile,Sezzle Inc.,https://sezzle.com,,Shopping,4.88145,https://apps.apple.com/us/app/sezzle-shop-save-earn/id1434922495?uo=4
payment,Klarna: Smarter everyday money,com.klarna.app,Klarna Bank AB,https://www.klarna.com/us,,Finance,4.85956,https://apps.apple.com/us/app/klarna-smarter-everyday-money/id1115120118?uo=4
payment,Afterpay: Pay over time,com.afterpay.afterpay-consumer-us,Afterpay Holdings Ltd,https://www.afterpay.com,,Shopping,4.91746,https://apps.apple.com/us/app/afterpay-pay-over-time/id1401019110?uo=4
payment,"Zip - Buy Now, Pay Later",com.quadpay.mobile-app,"Zip Co US, Inc.",https://zip.co/us,,Shopping,4.9265,https://apps.apple.com/us/app/zip-buy-now-pay-later/id1425045070?uo=4
payment,"Four | Buy Now, Pay Later",com.paywithfour,"Four Technologies, Inc.",,,Shopping,4.77521,https://apps.apple.com/us/app/four-buy-now-pay-later/id1527063669?uo=4
payment,Paytm: Secure UPI Payments,com.one97.paytm,PayTM Mobile Solutions Private Limited,http://www.paytm.com,,Finance,4.6612,https://apps.apple.com/us/app/paytm-secure-upi-payments/id473941634?uo=4
payment,JIM: Tap to Pay & Payment Link,io.cloudwalk.jim,"CloudWalk, Inc.",https://jim.com/,,Finance,4.70071,https://apps.apple.com/us/app/jim-tap-to-pay-payment-link/id6450964559?uo=4
payment,PhonePe: Secure Payments App,com.phonepe.PhonePeApp,PHONEPE PRIVATE LIMITED,https://www.phonepe.com/en/index.html,,Finance,4.76177,https://apps.apple.com/us/app/phonepe-secure-payments-app/id1170055821?uo=4
payment,QuickBooks GoPayment POS,com.intuit.GoPayment,Intuit Inc.,http://gopayment.com/,,Business,4.76373,https://apps.apple.com/us/app/quickbooks-gopayment-pos/id324389392?uo=4
payment,Tamara | Shop Now Pay Later,co.tamara,Tamara FZE,,,Finance,4.69413,https://apps.apple.com/us/app/tamara-shop-now-pay-later/id1533512531?uo=4
payment,Skrill - Pay & Transfer Money,com.skrill.ios.SkrillPayments,Skrill Ltd,https://www.skrill.com/,,Finance,4.57536,https://apps.apple.com/us/app/skrill-pay-transfer-money/id718248239?uo=4
payment,ChargeStripe - Stripe Payments,com.adappt.Charge,SureSwift Worldwide Inc.,https://www.chargestripe.com/,,Business,4.61624,https://apps.apple.com/us/app/chargestripe-stripe-payments/id1103374458?uo=4
payment,Airtel Thanks: Recharge & Bank,com.BhartiMobile.myairtel,Bharti Airtel Limited,http://www.airtel.in/airtel-thanks-app,,Lifestyle,4.23691,https://apps.apple.com/us/app/airtel-thanks-recharge-bank/id543184334?uo=4
payment,Wise - Global Money,com.transferwise.Transferwise,Wise Payments Ltd,https://wise.com/us/,,Finance,4.65994,https://apps.apple.com/us/app/wise-global-money/id612261027?uo=4
payment,Payoneer - Business Payments,com.Payoneer.PayoneerDevAdHoc,Payoneer Inc,https://www.payoneer.com,,Finance,4.48047,https://apps.apple.com/us/app/payoneer-business-payments/id663338402?uo=4
payment,"iMobile: Loan, Cards & Banking",com.icicibank.imobile,ICICI Bank Ltd,https://www.icici.bank.in/personal-banking/ways-to-bank/mobile-banking/imobile.html,,Finance,4.78315,https://apps.apple.com/us/app/imobile-loan-cards-banking/id375276006?uo=4
payment,Stripe Dashboard,com.stripe.dashboard,Stripe Inc,https://stripe.com,,Business,4.70862,https://apps.apple.com/us/app/stripe-dashboard/id978516833?uo=4
payment,GoDaddy Commerce: POS Payments,com.godaddy.goapp,GoDaddy Mobile LLC,https://www.godaddy.com,,Business,4.70101,https://apps.apple.com/us/app/godaddy-commerce-pos-payments/id1152717397?uo=4
payment,"CRED: UPI, Bills, Credit Cards",com.dreamplug.cred,Dreamplug Technologies Private Limited,,,Finance,4.82733,https://apps.apple.com/us/app/cred-upi-bills-credit-cards/id1428580080?uo=4
payment,PayPal Business,com.paypal.merchant,"PayPal, Inc.",https://www.paypal.com/us/webapps/mpp/business-app,,Business,4.19177,https://apps.apple.com/us/app/paypal-business/id1053148887?uo=4
payment,BlinxPay,com.veritecinc.blinxpay,"Veritec, Inc.",https://www.blinxpay.com,,Finance,5.0,https://apps.apple.com/us/app/blinxpay/id1124540627?uo=4
payment,BHIM Bharat's Own Payments App,in.org.npci.ios.upiapp,National Payments Corporation of India,https://www.bhimupi.org.in,,Finance,4.3731,https://apps.apple.com/us/app/bhim-bharats-own-payments-app/id1200315258?uo=4
payment,BILL AP & AR Business Payments,com.bdc.bill,Bill.com,http://www.bill.com,,Business,4.86515,https://apps.apple.com/us/app/bill-ap-ar-business-payments/id980353334?uo=4
payment,Invoice maker: Payment tracker,com.dhruvil188.invoice,dhruvil patel,https://sites.google.com/view/invoice-maker-payment-tracker/support,,Business,0.0,https://apps.apple.com/us/app/invoice-maker-payment-tracker/id6759443163?uo=4
payment,Payanywhere: Point of Sale POS,com.bancard.payanywhere,"North American Bancard, Inc.",http://www.payanywhere.com,,Business,3.65184,https://apps.apple.com/us/app/payanywhere-point-of-sale-pos/id404066296?uo=4
payment,Pay with ME - Mobile Payment,com.syngenio.customer.ziib.charlie,ZIIB Zahlungssysteme GmbH,,,Finance,3.85714,https://apps.apple.com/us/app/pay-with-me-mobile-payment/id1486288217?uo=4
payment,Melio Business Payments,com.meliopayments.melio,Melio Payments Inc.,https://melio.com,,Finance,4.60945,https://apps.apple.com/us/app/melio-business-payments/id1600209586?uo=4
payment,Razorpay - Accept Payments Now,com.razorpay.payments.app,Razorpay Software Private Limited,,,Finance,4.09091,https://apps.apple.com/us/app/razorpay-accept-payments-now/id1497250144?uo=4
payment,Paymennt | Payments on the go,com.pointcheckout.terminal,PointCheckout Holding Company Limited,https://www.paymennt.com,,Finance,3.66667,https://apps.apple.com/us/app/paymennt-payments-on-the-go/id1505434910?uo=4
payment,Chipper Cash,com.chippercash,"Critical Ideas, Inc.",https://chippercash.com,,Finance,4.35647,https://apps.apple.com/us/app/chipper-cash/id1353631552?uo=4
payment,Ziina: Send. Spend. Get Paid.,com.ziina.app,Ziina Inc,https://ziina.com/,,Finance,4.75124,https://apps.apple.com/us/app/ziina-send-spend-get-paid/id1507246381?uo=4
payment,Nomod | Payment Links,com.nomod.next,Nomod Inc.,https://nomod.com,,Business,4.79545,https://apps.apple.com/us/app/nomod-payment-links/id1541984830?uo=4
payment,ScanPay - Payments & Invoicing,tech.scanpay.merchant,SCANPAY PTE. LTD.,https://www.goscanpay.com/,,Business,4.62908,https://apps.apple.com/us/app/scanpay-payments-invoicing/id1572936786?uo=4
payment,RedotPay: Crypto Card & Pay,com.redotpay,Red Dot Technology Limited,https://www.redotpay.com,,Finance,4.78878,https://apps.apple.com/us/app/redotpay-crypto-card-pay/id6449689356?uo=4
payment,Hala - Payments Redefined,sa.halalah.halalah,HalalaH Company,https://hala.com/,,Finance,4.50641,https://apps.apple.com/us/app/hala-payments-redefined/id1281314108?uo=4
payment,Tabby | Shop Now. Pay Later,app.tabby.client,Tabby FZ LLC,https://tabby.ai/,,Finance,4.78354,https://apps.apple.com/us/app/tabby-shop-now-pay-later/id1528022364?uo=4
payment,ShinePay,com.CleanPayApp.CleanPay,THE HARVEST COLLECTIVE LLC,http://www.shinepay.co,,Finance,4.64024,https://apps.apple.com/us/app/shinepay/id1265933218?uo=4
invoice,Invoice Simple: Invoice Maker,com.logicalengine.qsei,Zenvoice Inc.,https://www.invoicesimple.com,,Business,4.8695,https://apps.apple.com/us/app/invoice-simple-invoice-maker/id694831622?uo=4
invoice,Invoice Maker ▸ Estimate App,com.getpaidapp.invoices,GetPaid Inc.,https://tofu.com/product/invoice-maker-app,,Business,4.84318,https://apps.apple.com/us/app/invoice-maker-estimate-app/id1314873764?uo=4
invoice,Invoice2go: Easy Invoice Maker,com.invoice2go.plus,"Invoice2Go, LLC",https://invoice.2go.com/,,Business,4.8506,https://apps.apple.com/us/app/invoice2go-easy-invoice-maker/id540236748?uo=4
invoice,Invoice & Estimate Maker,com.svgapps.invoice,SVG Apps,https://svgapps.com/invoice-estimate-maker/,,Business,4.85205,https://apps.apple.com/us/app/invoice-estimate-maker/id1271353929?uo=4
invoice,Square Invoices: Invoice Maker,com.squareup.invoices,"Block, Inc.",http://squareup.com/us/en/invoices,,Business,4.83662,https://apps.apple.com/us/app/square-invoices-invoice-maker/id1405254630?uo=4
invoice,Invoice Maker - Invoice Fly,io.labhouse.invoicesapp,Labhouse Mobile SL,https://invoicefly.com,,Business,4.79219,https://apps.apple.com/us/app/invoice-maker-invoice-fly/id1606911248?uo=4
invoice,Invoice Maker & Estimate App,bookipi.invoice.maker.estimate.billing.2go,Bookipi Pty Ltd,https://bookipi.com/,,Finance,4.88947,https://apps.apple.com/us/app/invoice-maker-estimate-app/id1419627421?uo=4
invoice,Invoice Generator - Zoho,com.zoho.zinvoicegenerator,Zoho Corporation,https://www.zoho.com/invoice/invoice-generator.html,,Business,4.87172,https://apps.apple.com/us/app/invoice-generator-zoho/id1061863220?uo=4
invoice,Freebie Invoice Maker,com.billdu.invoiceproformamaker,Invoice Maker Pro s.r.o.,,,Finance,4.8852,https://apps.apple.com/us/app/freebie-invoice-maker/id1590349103?uo=4
invoice,Zoho Invoice Maker App,com.zoho.zinvoice,Zoho Corporation,https://www.zoho.com/invoice,,Business,4.86075,https://apps.apple.com/us/app/zoho-invoice-maker-app/id413017364?uo=4
invoice,Easy Invoice Maker App,com.billdu.freemaker,Invoice Generator s.r.o.,,,Finance,4.87513,https://apps.apple.com/us/app/easy-invoice-maker-app/id1568511681?uo=4
invoice,Billdu: Invoice Estimate Maker,sk.kreative.iFakturyDE,BILLDU LTD,http://www.billdu.com,,Business,4.82632,https://apps.apple.com/us/app/billdu-invoice-estimate-maker/id527885754?uo=4
invoice,Easy Invoice Maker App by Moon,com.moontechnolabs.MoonbooksPro,Moon Technolabs Private Limited,https://www.mooninvoice.com?utm_source=itunes_marketing&utm_medium=ios,,Finance,4.69365,https://apps.apple.com/us/app/easy-invoice-maker-app-by-moon/id1008723643?uo=4
invoice,Invoice Maker for Contractors,app.maker.fatura,Supernova Ltd,,,Finance,4.83636,https://apps.apple.com/us/app/invoice-maker-for-contractors/id6642699503?uo=4
invoice,Invoice Maker by Invoice Home,com.wikilane.invoicehome,Invoice Home Inc.,https://invoicehome.com,,Business,4.56125,https://apps.apple.com/us/app/invoice-maker-by-invoice-home/id1435778692?uo=4
invoice,Intuit QuickBooks for Business,com.intuit.QBOiPad,Intuit Inc.,https://quickbooks.intuit.com,,Business,4.72639,https://apps.apple.com/us/app/intuit-quickbooks-for-business/id584606479?uo=4
invoice,Wave: Small Business Software,com.waveaccounting.coral,Wave Financial Inc,https://www.waveapps.com/invoice-mobile,,Business,4.39219,https://apps.apple.com/us/app/wave-small-business-software/id881629660?uo=4
invoice,Joist: Estimate Invoice Maker,com.joistapp.joist,Joist Software Inc.,https://www.joist.com,,Business,4.7262,https://apps.apple.com/us/app/joist-estimate-invoice-maker/id592163563?uo=4
invoice,Invoice Maker: Simple Generate,com.digitalAdvertisement.invoiceMaker,Priit Magi,https://sites.google.com/view/invoice-maker-application/privacy-policy,,Finance,4.6828,https://apps.apple.com/us/app/invoice-maker-simple-generate/id6443814222?uo=4
invoice,Invoice Maker App -InvoiceBase,com.gulooloo.invoice,"Gulooloo Tech Co., Limited",https://www.guloolootech.com/,,Business,4.77533,https://apps.apple.com/us/app/invoice-maker-app-invoicebase/id1614431204?uo=4
invoice,Tiny Invoice - Invoice Maker,com.btgs.turboinvoice,TinyWork Apps,,,Business,4.7766,https://apps.apple.com/us/app/tiny-invoice-invoice-maker/id679572722?uo=4
invoice,Invoice & Receipt Maker: Smart,com.make.your.invoice,Ashton Black,,,Utilities,4.66327,https://apps.apple.com/us/app/invoice-receipt-maker-smart/id6747164323?uo=4
invoice,Invoice Maker・Estimate App,app.the-invoice-machine.ios,DYNAMIC FALCON - UNIPESSOAL LDA,,,Finance,4.87047,https://apps.apple.com/us/app/invoice-maker-estimate-app/id6739814340?uo=4
invoice,Invoice Maker・The Estimate App,com.simple.invoice.maker,Saldo Apps Inc.,https://saldoapps.com,,Business,4.75194,https://apps.apple.com/us/app/invoice-maker-the-estimate-app/id1447239633?uo=4
invoice,"Swift Invoice, Invoice Maker,",com.R29Z5H5UJW.InvoiceSky,"Shanghai Yuyan Network Technology Co., Ltd",https://www.swiftinvoice.io,,Business,4.81625,https://apps.apple.com/us/app/swift-invoice-invoice-maker/id1147891367?uo=4
invoice,FreshBooks Invoicing App,com.freshbooks.helios,2ndSite Inc,https://www.freshbooks.com/?utm_source=Mobile&utm_medium=iTunes-Description-Page&utm_campaign=Homepage-Marketing,,Business,4.70106,https://apps.apple.com/us/app/freshbooks-invoicing-app/id1052884030?uo=4
invoice,Invoice Maker Simple Generator,com.9xdata.invoicemaker,"3100 Michigan Apartments, L.P.",,,Business,4.71875,https://apps.apple.com/us/app/invoice-maker-simple-generator/id6451054831?uo=4
invoice,Invoice maker: Payment tracker,com.dhruvil188.invoice,dhruvil patel,https://sites.google.com/view/invoice-maker-payment-tracker/support,,Business,0.0,https://apps.apple.com/us/app/invoice-maker-payment-tracker/id6759443163?uo=4
invoice,PDF Converter - Word to PDF,com.pdf-converter.ios,Minimodev Technologies LTD,https://minimodev.com,,Productivity,4.72163,https://apps.apple.com/us/app/pdf-converter-word-to-pdf/id1515133401?uo=4
invoice,InvoiceNow: Easy Invoice Maker,invoicemaker.invoicenow,InvoiceNow Limited,https://www.invoicenow.vip/,,Business,4.66327,https://apps.apple.com/us/app/invoicenow-easy-invoice-maker/id6743383890?uo=4
invoice,Easy Invoice Maker & Generator,uk.co.geode.easyinvoice,Marla International Limited,https://easyinvoiceapp.com,,Business,4.76176,https://apps.apple.com/us/app/easy-invoice-maker-generator/id579897691?uo=4
invoice,"Invoice Maker, Create Estimate",com.invoice.instabooks,Ifrah Jahangir,,,Business,4.22058,https://apps.apple.com/us/app/invoice-maker-create-estimate/id1592288745?uo=4
invoice,FreeMaker - Invoice Maker,com.baranec.maker,Simple Apps s.r.o.,,,Finance,4.88335,https://apps.apple.com/us/app/freemaker-invoice-maker/id1593605951?uo=4
invoice,Street Invoice,com.ontrac.streetinvoice,Ontrac Mobile LLC,http://streetinvoice.com,,Business,4.83513,https://apps.apple.com/us/app/street-invoice/id955853277?uo=4
invoice,Zintego - Invoice Maker,com.monsterbrainstudios.zintego,Monster Brain Studios Ltd,https://www.zintego.com/,,Business,4.744,https://apps.apple.com/us/app/zintego-invoice-maker/id1633262757?uo=4
invoice,Invoice Maker: Bill Generator.,com.johnPaley.inv,Klaus-Peter Hansen,,,Utilities,4.83333,https://apps.apple.com/us/app/invoice-maker-bill-generator/id6746938705?uo=4
invoice,Invoice Maker PRO.,com.gamifiedapps.freeinvoice,B TO J PTY LTD,http://invoicemkr.com,,Business,4.80518,https://apps.apple.com/us/app/invoice-maker-pro/id871567776?uo=4
invoice,Invoice Simple Maker App,com.mobileapps.invoicemaker,Eli Bitton,https://www.invoicemakeronline.com/strategy,,Business,4.81442,https://apps.apple.com/us/app/invoice-simple-maker-app/id1583747643?uo=4
invoice,Invoice Maker by SPK,com.spkstudiosllc.invoicemakerapp,SPK Studios LLC,,,Business,4.80361,https://apps.apple.com/us/app/invoice-maker-by-spk/id1575877820?uo=4
invoice,Redbox Invoice Maker,com.redbox.invoice,"ONEWORLD INFORMATION TECHNOLOGY CO., LTD",https://invoice.redbox.menu/,,Business,4.74074,https://apps.apple.com/us/app/redbox-invoice-maker/id6747027833?uo=4
invoice,Invoice Maker – Create & Send,com.invoicemaker.generator,OneRack,https://www.onerack.nl/apps/invoice_maker,,Business,4.90566,https://apps.apple.com/us/app/invoice-maker-create-send/id6754464566?uo=4
invoice,Invoice Maker‎,invoice.estimate.bestmaker.app,Vladimir Pronin,https://invoice.bestmaker.app,,Business,4.66049,https://apps.apple.com/us/app/invoice-maker/id1496250580?uo=4
invoice,Invoice Bee Estimate Maker 2Go,com.invoice.bee,Bookipi Pty Ltd,,,Business,4.81271,https://apps.apple.com/us/app/invoice-bee-estimate-maker-2go/id1132093614?uo=4
invoice,Workly for Pros,com.sergeikarapetyan.invoicemaker,Sergey Karapetyan,,,Business,4.87692,https://apps.apple.com/us/app/workly-for-pros/id6745441308?uo=4
invoice,"Invoice maker, Quote builder",com.leonid.Invoicer,Alexandr Peancovschi,,,Business,4.65909,https://apps.apple.com/us/app/invoice-maker-quote-builder/id1538355349?uo=4
invoice,Invoice app: Bill Generator,com.kemalkuliev.invoice,NOSH DESIGNS N DECOR PRIVATE LIMITED,,,Business,5.0,https://apps.apple.com/us/app/invoice-app-bill-generator/id6743754635?uo=4
invoice,myBillBook Billing Software,com.valorem.billbook,Valorem Stack Private Limited,https://mybillbook.in/,,Business,4.07143,https://apps.apple.com/us/app/mybillbook-billing-software/id1612498254?uo=4
